"booking_id","origin","destination","travel_date","booking_date","days_in_advance","departure_hour","time_bucket","day_of_week","is_weekend","is_holiday","season","seat_class","total_seats","seats_booked","occupancy_rate","base_fare","season_mult","dow_mult","advance_mult","occupancy_mult","time_mult","holiday_mult","dynamic_fare","competitor_fare","demand_score","revenue"
"BK1394","NAGERCOIL","TIRUNELVELI",2024-11-30,2024-11-14,16,22,"Night","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,30,0.75,145,1.313,1.149,0.911,1.195,1.085,1,260,265,78.3,7800
"BK1427","NAGERCOIL","TRICHY",2024-11-30,2024-11-22,8,7,"Early Morning","Saturday",TRUE,FALSE,"Festive","Sleeper",40,30,0.75,650,1.25,1.144,0.943,1.263,0.888,1,985,915,78.9,29550
"BK1446","NAGERCOIL","TRICHY",2024-11-30,2024-11-27,3,21,"Night","Saturday",TRUE,FALSE,"Festive","Sleeper",40,14,0.35,650,1.347,1.191,1.234,0.956,1.002,1,1230,1280,59.9,17220
"BK1469","NAGERCOIL","TRICHY",2024-11-30,2024-11-14,16,22,"Night","Saturday",TRUE,FALSE,"Festive","Seater",40,36,0.9,650,1.344,1.158,0.839,1.445,1.021,1,1255,1165,85.7,45180
"BK1582","THANJAVUR","TRICHY",2024-11-30,2024-11-11,19,19,"Evening","Saturday",TRUE,FALSE,"Festive","Sleeper",40,35,0.875,120,1.275,1.149,0.871,1.244,1.157,1,220,215,80.2,7700
"BK1612","TIRUCHENDUR","MADURAI",2024-11-30,2024-11-03,27,21,"Night","Saturday",TRUE,FALSE,"Festive","Sleeper",40,38,0.95,320,1.237,1.14,0.874,1.412,1.007,1,560,545,83.9,21280
"BK1623","TIRUCHENDUR","MADURAI",2024-11-30,2024-11-28,2,7,"Early Morning","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,33,0.825,320,1.26,1.189,1.19,1.285,0.968,1,710,710,79,23430
"BK1775","TIRUCHENDUR","TRICHY",2024-11-30,2024-11-13,17,19,"Evening","Saturday",TRUE,FALSE,"Festive","Semi-Sleeper",40,36,0.9,535,1.312,1.104,0.897,1.366,1.13,1,1075,1105,83.2,38700
"BK0028","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-01,2024-11-28,3,22,"Night","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,32,0.8,680,1.089,1.18,1.216,1.299,1.098,1,1515,1520,62.2,48480
"BK0044","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-01,2024-11-20,11,18,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,36,0.9,680,1.11,1.102,0.922,1.484,1.112,1,1265,1250,70.6,45540
"BK0115","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-01,2024-11-28,3,22,"Night","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,19,0.475,825,1.119,1.15,1.228,0.9,1.014,1,1190,1150,52.9,22610
"BK0454","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-01,2024-11-27,4,18,"Evening","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,30,0.75,535,1.149,1.19,1.019,1.258,1.142,1,1070,1130,62.7,32100
"BK0472","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-01,2024-11-29,2,19,"Evening","Sunday",TRUE,FALSE,"Winter","Seater",40,22,0.55,535,1.051,1.197,1.249,1.132,1.175,1,1120,1200,52.7,24640
"BK0485","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-01,2024-11-11,20,18,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,21,0.525,535,1.075,1.134,0.844,1.096,1.153,1,695,695,52.3,14595
"BK0709","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-01,2024-11-17,14,18,"Evening","Sunday",TRUE,FALSE,"Winter","Seater",40,23,0.575,1020,1.069,1.144,0.994,1.01,1.168,1,1465,1380,58,33695
"BK0717","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-01,2024-11-30,1,19,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,19,0.475,1020,1.109,1.182,1.415,0.993,1.119,1,2100,2265,52.2,39900
"BK0787","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-01,2024-11-13,18,19,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,16,0.4,1020,1.139,1.148,0.851,0.997,1.156,1,1310,1390,50.8,20960
"BK0958","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-01,2024-11-10,21,17,"Evening","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,16,0.4,530,1.127,1.126,0.873,0.981,1.145,1,660,675,50.1,10560
"BK0969","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-01,2024-11-28,3,21,"Night","Sunday",TRUE,FALSE,"Winter","Sleeper",40,18,0.45,530,1.115,1.135,1.14,0.908,1.002,1,695,735,51.2,12510
"BK1188","MADURAI","TRICHY",2024-12-01,2024-11-25,6,6,"Early Morning","Sunday",TRUE,FALSE,"Winter","Sleeper",40,37,0.925,220,1.057,1.12,1.082,1.415,0.884,1,350,375,70.1,12950
"BK1767","TIRUCHENDUR","TRICHY",2024-12-01,2024-11-20,11,10,"Morning","Sunday",TRUE,FALSE,"Winter","Seater",40,36,0.9,535,1.081,1.148,1,1.303,1.017,1,880,845,68.8,31680
"BK0102","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-02,2024-11-05,27,18,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,28,0.7,825,1.12,1.007,0.823,1.086,1.162,1,965,1020,50.2,27020
"BK0427","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-02,2024-11-22,10,20,"Evening","Monday",FALSE,FALSE,"Winter","Seater",40,31,0.775,535,1.148,1.049,0.971,1.226,1.126,1,865,845,52.7,26815
"BK0676","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-02,2024-11-30,2,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,10,0.25,1050,1.101,0.978,1.227,0.829,1.104,1,1270,1335,34,12700
"BK1896","TIRUNELVELI","MADURAI",2024-12-02,2024-11-06,26,7,"Early Morning","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,25,0.625,280,1.096,0.991,0.883,1.024,0.956,1,265,250,47,6625
"BK2006","TIRUPPUR","SALEM",2024-12-02,2024-11-11,21,21,"Night","Monday",FALSE,FALSE,"Winter","Sleeper",40,14,0.35,210,1.143,1.016,0.914,0.915,1.084,1,220,230,34.5,3080
"BK0155","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-03,2024-11-25,8,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,38,0.95,825,1.12,0.973,0.929,1.365,1.185,1,1355,1320,62.3,51490
"BK0259","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-03,2024-12-01,2,18,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,21,0.525,740,1.126,1.045,1.232,1.056,1.173,1,1330,1275,43.5,27930
"BK0332","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-03,2024-11-25,8,5,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Seater",40,29,0.725,1145,1.104,0.967,0.978,1.022,0.895,1,1095,1155,51,31755
"BK1020","COIMBATORE","SALEM",2024-12-03,2024-11-23,10,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Seater",40,30,0.75,295,1.141,1.008,0.903,1.243,1.136,1,430,455,53.2,12900
"BK1270","NAGERCOIL","MADURAI",2024-12-03,2024-12-01,2,8,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,16,0.4,420,1.082,0.997,1.173,0.955,0.9,1,455,475,40.1,7280
"BK1274","NAGERCOIL","MADURAI",2024-12-03,2024-12-01,2,19,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,36,0.9,420,1.054,1.031,1.232,1.436,1.157,1,935,975,56.2,33660
"BK1411","NAGERCOIL","TRICHY",2024-12-03,2024-11-20,13,22,"Night","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,22,0.55,650,1.067,1.026,0.909,1.087,1.046,1,735,720,44.2,16170
"BK1495","NAGERCOIL","TRICHY",2024-12-03,2024-12-03,0,22,"Night","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,15,0.375,650,1.147,0.992,1.286,0.905,1.006,1,865,910,35.2,12975
"BK1640","TIRUCHENDUR","MADURAI",2024-12-03,2024-11-17,16,14,"Afternoon","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,31,0.775,320,1.051,1.017,0.81,1.274,1.039,1,365,370,55.4,11315
"BK1642","TIRUCHENDUR","MADURAI",2024-12-03,2024-11-20,13,22,"Night","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,38,0.95,320,1.1,1.02,0.937,1.498,1.007,1,510,500,62.3,19380
"BK1698","TIRUCHENDUR","MADURAI",2024-12-03,2024-11-23,10,20,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,38,0.95,320,1.129,0.99,0.983,1.487,1.197,1,625,585,61.5,23750
"BK1724","TIRUCHENDUR","TRICHY",2024-12-03,2024-11-22,11,22,"Night","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,33,0.825,535,1.131,1.009,0.956,1.25,1.056,1,770,730,57.8,25410
"BK1729","TIRUCHENDUR","TRICHY",2024-12-03,2024-11-24,9,19,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,38,0.95,535,1.06,0.963,0.951,1.49,1.165,1,900,840,59.5,34200
"BK0436","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-04,2024-11-24,10,20,"Evening","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,15,0.375,535,1.108,0.989,0.942,0.964,1.111,1,590,615,39.5,8850
"BK0706","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-04,2024-12-01,3,21,"Night","Wednesday",FALSE,FALSE,"Winter","Seater",40,26,0.65,1020,1.116,1.041,1.198,1.082,1.071,1,1645,1585,50.2,42770
"BK0736","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-04,2024-12-03,1,17,"Evening","Wednesday",FALSE,FALSE,"Winter","Sleeper",40,25,0.625,1020,1.113,1.015,1.306,1.006,1.177,1,1780,1870,47.4,44500
"BK1407","NAGERCOIL","TRICHY",2024-12-04,2024-11-19,15,19,"Evening","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,19,0.475,650,1.127,0.981,0.812,0.936,1.163,1,635,600,41.7,12065
"BK1568","THANJAVUR","TRICHY",2024-12-04,2024-11-25,9,18,"Evening","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,30,0.75,120,1.089,1.012,0.95,1.229,1.148,1,175,185,51.1,5250
"BK1643","TIRUCHENDUR","MADURAI",2024-12-04,2024-11-27,7,22,"Night","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,18,0.45,320,1.077,0.972,1.002,0.994,1.023,1,340,325,38.9,6120
"BK1821","TIRUNELVELI","MADURAI",2024-12-04,2024-11-19,15,5,"Early Morning","Wednesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,38,0.95,280,1.07,0.992,0.848,1.445,0.967,1,350,335,61,13300
"BK0279","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-05,2024-11-18,17,8,"Early Morning","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,15,0.375,740,1.054,0.998,0.82,0.92,0.898,1,525,490,39.4,7875
"BK0373","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-05,2024-11-20,15,5,"Early Morning","Thursday",FALSE,FALSE,"Winter","Sleeper",40,39,0.975,1145,1.124,1.018,0.918,1.431,0.944,1,1625,1535,59,63375
"BK0543","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-05,2024-11-27,8,19,"Evening","Thursday",FALSE,FALSE,"Winter","Sleeper",40,34,0.85,545,1.093,0.974,0.928,1.266,1.15,1,785,755,55.6,26690
"BK0880","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-12-05,2024-11-27,8,18,"Evening","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,23,0.575,750,1.08,1.02,0.941,1.15,1.169,1,1045,1080,47.7,24035
"BK0994","CHENNAI KILAMBAKKAM KCBT","TRICHY",2024-12-05,2024-12-05,0,17,"Evening","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,14,0.35,530,1.055,1.031,1.283,0.924,1.183,1,810,765,35.6,11340
"BK1058","COIMBATORE","SALEM",2024-12-05,2024-12-01,4,22,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,31,0.775,295,1.117,1.02,1.097,1.161,1.047,1,450,420,53.4,13950
"BK1277","NAGERCOIL","MADURAI",2024-12-05,2024-11-24,11,19,"Evening","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,36,0.9,420,1.147,0.993,0.905,1.415,1.145,1,700,720,57.1,25200
"BK1654","TIRUCHENDUR","MADURAI",2024-12-05,2024-11-10,25,22,"Night","Thursday",FALSE,FALSE,"Winter","Seater",40,18,0.45,320,1.077,1.039,0.824,0.946,1.052,1,295,315,42.7,5310
"BK1704","TIRUCHENDUR","TRICHY",2024-12-05,2024-12-04,1,5,"Early Morning","Thursday",FALSE,FALSE,"Winter","Semi-Sleeper",40,29,0.725,535,1.11,1.016,1.472,1.082,0.92,1,885,815,52.6,25665
"BK1720","TIRUCHENDUR","TRICHY",2024-12-05,2024-11-08,27,6,"Early Morning","Thursday",FALSE,FALSE,"Winter","Seater",40,15,0.375,535,1.101,0.99,0.899,0.975,0.92,1,470,475,38.6,7050
"BK1728","TIRUCHENDUR","TRICHY",2024-12-05,2024-12-01,4,21,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,11,0.275,535,1.119,0.993,1.07,0.838,1.013,1,540,500,35.4,5940
"BK1748","TIRUCHENDUR","TRICHY",2024-12-05,2024-12-01,4,21,"Night","Thursday",FALSE,FALSE,"Winter","Sleeper",40,36,0.9,535,1.09,1.012,1.025,1.409,1.059,1,905,900,59.6,32580
"BK1762","TIRUCHENDUR","TRICHY",2024-12-05,2024-11-23,12,17,"Evening","Thursday",FALSE,FALSE,"Winter","Sleeper",40,28,0.7,535,1.148,0.955,0.908,1.145,1.199,1,730,695,49.6,20440
"BK1963","TIRUNELVELI","TRICHY",2024-12-05,2024-11-29,6,8,"Early Morning","Thursday",FALSE,FALSE,"Winter","Seater",40,15,0.375,510,1.12,0.973,1.07,0.919,0.91,1,500,470,38.1,7500
"BK0241","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-06,2024-11-08,28,17,"Evening","Friday",FALSE,FALSE,"Winter","Sleeper",40,24,0.6,740,1.072,1.09,0.898,1.002,1.169,1,910,860,57.9,21840
"BK0455","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-06,2024-11-28,8,8,"Early Morning","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,34,0.85,535,1.092,1.108,0.92,1.274,0.903,1,685,675,65.9,23290
"BK0488","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-06,2024-11-21,15,14,"Afternoon","Friday",FALSE,FALSE,"Winter","Seater",40,21,0.525,535,1.112,1.096,0.839,1.074,1.002,1,590,595,53.4,12390
"BK1178","MADURAI","TRICHY",2024-12-06,2024-12-01,5,17,"Evening","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,24,0.6,220,1.065,1.075,1.016,1.061,1.198,1,325,335,56,7800
"BK1631","TIRUCHENDUR","MADURAI",2024-12-06,2024-12-02,4,21,"Night","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,26,0.65,320,1.134,1.112,1.032,1.118,1.078,1,500,490,60.8,13000
"BK1897","TIRUNELVELI","MADURAI",2024-12-06,2024-12-02,4,14,"Afternoon","Friday",FALSE,FALSE,"Winter","Sleeper",40,13,0.325,280,1.143,1.109,1.054,0.928,1.066,1,370,370,43.1,4810
"BK2083","TIRUPPUR","SALEM",2024-12-06,2024-11-16,20,19,"Evening","Friday",FALSE,FALSE,"Winter","Semi-Sleeper",40,16,0.4,210,1.087,1.107,0.856,0.966,1.154,1,240,225,46.3,3840
"BK0142","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-07,2024-12-06,1,5,"Early Morning","Saturday",TRUE,FALSE,"Winter","Seater",40,33,0.825,825,1.106,1.137,1.418,1.299,0.933,1,1785,1750,65.3,58905
"BK0232","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-07,2024-12-06,1,8,"Early Morning","Saturday",TRUE,FALSE,"Winter","Seater",40,34,0.85,740,1.108,1.169,1.3,1.278,0.889,1,1415,1475,65.1,48110
"BK0280","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-07,2024-11-25,12,18,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,11,0.275,740,1.14,1.145,0.936,0.793,1.19,1,855,900,43.1,9405
"BK0306","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-07,2024-11-08,29,17,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,35,0.875,1145,1.085,1.167,0.801,1.155,1.188,1,1595,1695,66.7,55825
"BK0641","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-07,2024-12-05,2,17,"Evening","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,19,0.475,1050,1.11,1.162,1.12,0.968,1.174,1,1725,1825,49.3,32775
"BK0681","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-07,2024-11-28,9,7,"Early Morning","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,27,0.675,1050,1.052,1.135,0.984,1.15,0.936,1,1330,1320,60.4,35910
"BK0747","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-07,2024-11-24,13,17,"Evening","Saturday",TRUE,FALSE,"Winter","Sleeper",40,12,0.3,1020,1.091,1.181,0.937,0.947,1.169,1,1365,1385,46,16380
"BK1010","COIMBATORE","SALEM",2024-12-07,2024-11-12,25,6,"Early Morning","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,28,0.7,295,1.129,1.103,0.903,1.028,0.915,1,310,335,59.6,8680
"BK1267","NAGERCOIL","MADURAI",2024-12-07,2024-11-14,23,19,"Evening","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,29,0.725,420,1.079,1.129,0.824,1.002,1.151,1,485,490,60.1,14065
"BK1489","NAGERCOIL","TRICHY",2024-12-07,2024-11-27,10,18,"Evening","Saturday",TRUE,FALSE,"Winter","Semi-Sleeper",40,37,0.925,650,1.091,1.111,0.91,1.46,1.191,1,1245,1245,68.1,46065
"BK1616","TIRUCHENDUR","MADURAI",2024-12-07,2024-11-25,12,20,"Evening","Saturday",TRUE,FALSE,"Winter","Seater",40,21,0.525,320,1.093,1.199,0.953,1.118,1.172,1,525,505,53.7,11025
"BK1760","TIRUCHENDUR","TRICHY",2024-12-07,2024-11-16,21,19,"Evening","Saturday",TRUE,FALSE,"Winter","Seater",40,14,0.35,535,1.13,1.193,0.819,0.981,1.132,1,655,700,45.4,9170
"BK0047","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-08,2024-11-10,28,20,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,30,0.75,680,1.129,1.157,0.845,1.293,1.157,1,1125,1215,60.5,33750
"BK0233","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-08,2024-11-16,22,18,"Evening","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,18,0.45,740,1.091,1.153,0.854,0.931,1.113,1,825,785,49.6,14850
"BK0290","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-08,2024-12-01,7,7,"Early Morning","Sunday",TRUE,FALSE,"Winter","Seater",40,40,1,740,1.13,1.106,1.015,1.413,0.918,1,1220,1160,70.3,48800
"BK0313","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-08,2024-12-01,7,14,"Afternoon","Sunday",TRUE,FALSE,"Winter","Sleeper",40,24,0.6,1145,1.062,1.123,1.097,1.138,1.015,1,1730,1695,57.4,41520
"BK0638","CHENNAI KILAMBAKKAM KCBT","TIRUCHENDUR",2024-12-08,2024-12-03,5,8,"Early Morning","Sunday",TRUE,FALSE,"Winter","Seater",40,32,0.8,1050,1.146,1.128,1.008,1.168,0.944,1,1510,1630,64,48320
"BK1056","COIMBATORE","SALEM",2024-12-08,2024-11-16,22,14,"Afternoon","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,19,0.475,295,1.062,1.199,0.816,0.915,1.008,1,285,285,51.5,5415
"BK1258","NAGERCOIL","MADURAI",2024-12-08,2024-11-30,8,22,"Night","Sunday",TRUE,FALSE,"Winter","Seater",40,24,0.6,420,1.069,1.148,0.935,1.05,1.039,1,525,500,57.4,12600
"BK1341","NAGERCOIL","TIRUNELVELI",2024-12-08,2024-11-14,24,6,"Early Morning","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,29,0.725,145,1.133,1.106,0.836,1.011,0.893,1,135,130,61.5,3915
"BK1609","TIRUCHENDUR","MADURAI",2024-12-08,2024-11-27,11,7,"Early Morning","Sunday",TRUE,FALSE,"Winter","Sleeper",40,24,0.6,320,1.129,1.163,0.988,1.032,0.948,1,405,435,56.7,9720
"BK1688","TIRUCHENDUR","MADURAI",2024-12-08,2024-11-22,16,14,"Afternoon","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,21,0.525,320,1.109,1.121,0.912,1.032,1.024,1,385,385,53.1,8085
"BK1793","TIRUCHENDUR","TRICHY",2024-12-08,2024-12-07,1,20,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,39,0.975,535,1.125,1.123,1.343,1.433,1.175,1,1530,1470,72.7,59670
"BK1840","TIRUNELVELI","MADURAI",2024-12-08,2024-12-05,3,22,"Night","Sunday",TRUE,FALSE,"Winter","Sleeper",40,31,0.775,280,1.087,1.178,1.101,1.292,1.073,1,545,505,62.8,16895
"BK1936","TIRUNELVELI","TRICHY",2024-12-08,2024-12-01,7,20,"Evening","Sunday",TRUE,FALSE,"Winter","Sleeper",40,28,0.7,510,1.135,1.123,1.072,1.066,1.131,1,840,900,60.5,23520
"BK1946","TIRUNELVELI","TRICHY",2024-12-08,2024-11-16,22,22,"Night","Sunday",TRUE,FALSE,"Winter","Semi-Sleeper",40,20,0.5,510,1.059,1.126,0.839,1.135,1.039,1,605,615,53.9,12100
"BK0012","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-09,2024-12-07,2,17,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,16,0.4,680,1.08,1.006,1.178,0.989,1.154,1,995,945,39.6,15920
"BK0087","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-09,2024-11-30,9,20,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,38,0.95,680,1.108,0.982,0.967,1.408,1.113,1,1125,1190,62.5,42750
"BK0301","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-09,2024-11-21,18,22,"Night","Monday",FALSE,FALSE,"Winter","Seater",40,15,0.375,1145,1.078,0.951,0.86,0.928,1.083,1,1015,970,35,15225
"BK0424","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-09,2024-11-21,18,21,"Night","Monday",FALSE,FALSE,"Winter","Sleeper",40,12,0.3,535,1.121,1,0.858,0.995,1.069,1,550,505,36.8,6600
"BK0498","CHENNAI KILAMBAKKAM KCBT","SALEM",2024-12-09,2024-12-04,5,19,"Evening","Monday",FALSE,FALSE,"Winter","Semi-Sleeper",40,18,0.45,535,1.075,0.971,1.058,0.9,1.12,1,595,560,39.8,10710
"BK0568","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-09,2024-12-09,0,21,"Night","Monday",FALSE,FALSE,"Winter","Sleeper",40,36,0.9,545,1.09,0.983,1.357,1.463,1.037,1,1205,1225,58.3,43380
"BK0587","CHENNAI KILAMBAKKAM KCBT","THANJAVUR",2024-12-09,2024-12-03,6,22,"Night","Monday",FALSE,FALSE,"Winter","Sleeper",40,10,0.25,545,1.06,1.045,1.095,0.751,1.032,1,510,530,31.7,5100
"BK0765","CHENNAI KILAMBAKKAM KCBT","TIRUNELVELI",2024-12-09,2024-12-07,2,21,"Night","Monday",FALSE,FALSE,"Winter","Seater",40,22,0.55,1020,1.148,0.981,1.1,1.053,1.048,1,1395,1380,46.5,30690
"BK0876","CHENNAI KILAMBAKKAM KCBT","TIRUPPUR",2024-12-09,2024-12-07,2,19,"Evening","Monday",FALSE,FALSE,"Winter","Seater",40,27,0.675,750,1.125,1.017,1.159,1.087,1.105,1,1195,1255,48.7,32265
"BK1189","MADURAI","TRICHY",2024-12-09,2024-12-06,3,17,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,34,0.85,220,1.132,0.977,1.227,1.202,1.188,1,425,445,55,14450
"BK1494","NAGERCOIL","TRICHY",2024-12-09,2024-12-02,7,10,"Morning","Monday",FALSE,FALSE,"Winter","Sleeper",40,31,0.775,650,1.076,1.012,1.051,1.222,1.059,1,965,975,51,29915
"BK1778","TIRUCHENDUR","TRICHY",2024-12-09,2024-12-06,3,22,"Night","Monday",FALSE,FALSE,"Winter","Sleeper",40,13,0.325,535,1.078,0.983,1.182,0.953,1.063,1,680,665,33.5,8840
"BK1804","TIRUNELVELI","MADURAI",2024-12-09,2024-11-23,16,6,"Early Morning","Monday",FALSE,FALSE,"Winter","Sleeper",40,38,0.95,280,1.067,1.05,0.862,1.426,0.886,1,340,350,59.4,12920
"BK2061","TIRUPPUR","SALEM",2024-12-09,2024-11-28,11,19,"Evening","Monday",FALSE,FALSE,"Winter","Sleeper",40,27,0.675,210,1.136,1.03,0.978,1.031,1.133,1,280,285,47.4,7560
"BK0073","BENGALURU","CHENNAI KILAMBAKKAM KCBT",2024-12-10,2024-11-14,26,19,"Evening","Tuesday",FALSE,FALSE,"Winter","Seater",40,33,0.825,680,1.139,0.998,0.885,1.174,1.194,1,960,1025,56.2,31680
"BK0110","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-10,2024-11-20,20,18,"Evening","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,32,0.8,825,1.058,1.031,0.818,1.186,1.189,1,1035,1090,56.1,33120
"BK0145","CHENNAI KILAMBAKKAM KCBT","COIMBATORE",2024-12-10,2024-12-01,9,8,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,27,0.675,825,1.108,1.04,0.92,1.022,0.958,1,855,840,50.4,23085
"BK0267","CHENNAI KILAMBAKKAM KCBT","MADURAI",2024-12-10,2024-12-05,5,8,"Early Morning","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,35,0.875,740,1.093,1.046,1.089,1.18,0.889,1,965,915,57.3,33775
"BK0302","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-10,2024-11-23,17,17,"Evening","Tuesday",FALSE,FALSE,"Winter","Sleeper",40,17,0.425,1145,1.101,1.031,0.916,0.919,1.175,1,1285,1265,37.6,21845
"BK0323","CHENNAI KILAMBAKKAM KCBT","NAGERCOIL",2024-12-10,2024-11-24,16,10,"Morning","Tuesday",FALSE,FALSE,"Winter","Semi-Sleeper",40,36,0.9,1145,1.112,1.041,0.84,1.343,1.016,1,1520,1525,57.3,54720
